matrix,P,A,S,C,L/S,L/A,L/P,A/P,gA,gP,GenSD,VulSD,mJP,mJA,maxJP,maxJA,NODFst,N_LowHigh,#A,#P,meandegA,maxdegA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,56,148,204,0.076617,3.1127,4.2905,11.339,2.6429,0.3907,0.48186,13.384,68.285,0.049648,0.046103,0.18383,0.39799,0.17025,1,148,56,4.2905,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,47,157,204,0.076569,2.7696,3.5987,12.021,3.3404,0.45654,0.64381,10.161,67.422,0.054526,0.044683,0.18482,0.45821,0.09518,0,157,47,3.5987,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,45,156,201,0.076353,2.6667,3.4359,11.911,3.4667,0.45518,0.32987,9.9442,38.33,0.059746,0.03938,0.18176,0.46067,-0.035352,0,156,45,3.4359,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,58,148,206,0.075722,3.1553,4.3919,11.207,2.5517,0.40167,0.50795,14.747,88.012,0.053486,0.053749,0.19231,0.38344,0.27292,1,148,58,4.3919,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,55,151,206,0.075376,3.0388,4.1457,11.382,2.7455,0.47271,0.42825,12.505,89.848,0.050149,0.054486,0.19818,0.42253,0.27207,1,151,55,4.1457,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,43,149,192,0.072265,2.4115,3.1074,10.767,3.4651,0.47513,0.40013,10.71,71.378,0.080026,0.050113,0.20877,0.54118,0.20871,1,149,43,3.1074,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,58,150,208,0.075632,3.1635,4.3867,11.345,2.5862,0.40442,0.26163,11.906,67.688,0.043776,0.046318,0.18163,0.40235,0.17357,1,150,58,4.3867,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,47,156,203,0.076105,2.7488,3.5769,11.872,3.3191,0.45695,0.84067,11.268,59.958,0.061194,0.04207,0.19256,0.46098,0.08284,0,156,47,3.5769,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,57,151,208,0.066922,2.7692,3.8146,10.105,2.6491,0.42899,0.28594,9.6944,143.12,0.039375,0.12069,0.18275,0.49897,1.1107,1,151,57,3.8146,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,49,147,196,0.078162,2.8724,3.8299,11.49,3,0.44312,0.34639,14.472,66.258,0.073747,0.045569,0.21451,0.46701,0.20148,1,147,49,3.8299,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,48,152,200,0.067571,2.465,3.2434,10.271,3.1667,0.47837,0.70123,12.603,44.176,0.080887,0.035876,0.21481,0.4823,0.098333,0,152,48,3.2434,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,62,148,210,0.067677,2.9571,4.1959,10.016,2.3871,0.44448,0.26018,15.327,117.32,0.056138,0.097768,0.22065,0.48373,0.98092,1,148,62,4.1959,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,57,150,207,0.070409,2.9082,4.0133,10.561,2.6316,0.44493,0.29797,17.008,70.736,0.070268,0.045952,0.22618,0.4174,0.25832,1,150,57,4.0133,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,64,146,210,0.06143,2.7333,3.9315,8.9688,2.2813,0.37681,0.25085,16.158,92.408,0.064678,0.078199,0.23241,0.46619,0.66042,1,146,64,3.9315,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,55,153,208,0.074034,2.9952,4.0719,11.327,2.7818,0.41344,0.29514,13.522,95.646,0.056636,0.059199,0.19475,0.42022,0.41466,1,153,55,4.0719,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,48,156,204,0.075855,2.7843,3.641,11.833,3.25,0.47633,0.35783,10.745,97.039,0.053817,0.055693,0.1899,0.49847,0.2669,1,156,48,3.641,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,51,155,206,0.076787,2.9466,3.9161,11.902,3.0392,0.46058,0.27608,10.71,84.972,0.049129,0.050924,0.18588,0.45354,0.2091,1,155,51,3.9161,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,49,155,204,0.067544,2.5147,3.3097,10.469,3.1633,0.43776,0.31071,11.75,113.21,0.071119,0.078737,0.19824,0.55334,0.62489,1,155,49,3.3097,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,57,151,208,0.072383,2.9952,4.1258,10.93,2.6491,0.38489,0.40611,11.875,102.51,0.045629,0.066903,0.19154,0.437,0.49345,1,151,57,4.1258,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,43,157,200,0.080581,2.72,3.465,12.651,3.6512,0.54802,0.30999,9.2054,73.504,0.054139,0.046433,0.16483,0.48712,0.12281,1,157,43,3.465,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,60,148,208,0.07455,3.1827,4.473,11.033,2.4667,0.41337,0.26849,17.386,46.277,0.062191,0.038228,0.1997,0.405,0.12095,1,148,60,4.473,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,48,152,200,0.072643,2.65,3.4868,11.042,3.1667,0.43971,0.70074,13.04,50.52,0.075933,0.039591,0.20368,0.47074,0.09552,0,152,48,3.4868,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,51,155,206,0.075648,2.9029,3.8581,11.725,3.0392,0.44902,0.47138,8.6765,85.172,0.03957,0.050694,0.16953,0.44836,0.18596,1,155,51,3.8581,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,44,156,200,0.076486,2.625,3.3654,11.932,3.5455,0.4971,0.3719,8.6677,100.57,0.049615,0.057633,0.18557,0.51874,0.2308,1,156,44,3.3654,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,50,154,204,0.074675,2.8186,3.7338,11.5,3.08,0.48827,0.29661,10.535,104.84,0.051786,0.063803,0.18957,0.47651,0.39102,1,154,50,3.7338,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,57,150,207,0.076023,3.1401,4.3333,11.404,2.6316,0.35836,0.46926,11.245,103.87,0.042687,0.062657,0.17247,0.39967,0.32104,1,150,57,4.3333,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,45,154,199,0.075469,2.6281,3.3961,11.622,3.4222,0.45084,0.39568,12.745,53.276,0.080375,0.040694,0.20816,0.48929,0.090524,0,154,45,3.3961,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,61,147,208,0.07706,3.3221,4.7007,11.328,2.4098,0.3336,0.38726,11.767,71.933,0.042149,0.050308,0.17857,0.38112,0.21155,1,147,61,4.7007,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,44,160,204,0.075142,2.5931,3.3062,12.023,3.6364,0.50672,0.34541,8.9149,123.25,0.053601,0.071104,0.17666,0.55573,0.43189,1,160,44,3.3062,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,41,157,198,0.077831,2.5303,3.1911,12.22,3.8293,0.51832,0.32789,11.271,58.635,0.083151,0.041805,0.21105,0.53788,0.099982,0,157,41,3.1911,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,46,157,203,0.074079,2.6355,3.4076,11.63,3.413,0.51117,0.22478,10.237,64.236,0.058064,0.043842,0.19684,0.48237,0.1425,1,157,46,3.4076,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,50,155,205,0.076774,2.9024,3.8387,11.9,3.1,0.47305,0.61823,10.114,109.52,0.047368,0.061904,0.17857,0.45767,0.35755,1,155,50,3.8387,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,50,156,206,0.077821,2.9466,3.891,12.14,3.12,0.48835,0.43244,10.371,74.514,0.048765,0.04726,0.16872,0.44893,0.15332,1,156,50,3.891,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,51,155,206,0.06907,2.6505,3.5226,10.706,3.0392,0.48709,0.26818,13.751,112.86,0.076498,0.078179,0.21728,0.52577,0.69463,1,155,51,3.5226,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,64,142,206,0.072843,3.2136,4.662,10.344,2.2188,0.41367,0.22522,23.894,54.927,0.077901,0.041525,0.2318,0.37537,0.25807,1,142,64,4.662,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,56,152,208,0.073308,3,4.1053,11.143,2.7143,0.4142,0.42324,14.033,54.895,0.055664,0.041147,0.19579,0.39103,0.098012,0,152,56,4.1053,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,65,143,208,0.074987,3.351,4.8741,10.723,2.2,0.39474,0.64207,15.226,72.592,0.04651,0.0521,0.19262,0.38724,0.26591,1,143,65,4.8741,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,44,157,201,0.074551,2.5622,3.2803,11.705,3.5682,0.50252,0.54049,11.265,57.65,0.07318,0.041037,0.21036,0.49194,0.11966,1,157,44,3.2803,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,45,155,200,0.07871,2.745,3.5419,12.2,3.4444,0.51672,0.30777,10.077,64.273,0.056971,0.044783,0.17154,0.46702,0.088382,0,155,45,3.5419,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,41,155,196,0.074272,2.4082,3.0452,11.512,3.7805,0.57216,0.35743,10.256,110.87,0.07939,0.072266,0.22057,0.59121,0.52359,1,155,41,3.0452,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,50,154,204,0.07026,2.652,3.513,10.82,3.08,0.46624,0.38593,12.283,102.17,0.066724,0.067274,0.19918,0.50585,0.48583,1,154,50,3.513,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,46,155,201,0.074194,2.6318,3.4129,11.5,3.3696,0.48223,0.45801,10.435,109.79,0.060725,0.067841,0.19815,0.51137,0.47432,1,155,46,3.4129,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,44,161,205,0.076793,2.6537,3.3789,12.364,3.6591,0.52233,0.41634,8.7781,60.926,0.053729,0.043577,0.17808,0.49893,0.061275,0,161,44,3.3789,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,48,159,207,0.073506,2.7101,3.5283,11.688,3.3125,0.53282,0.44272,11.599,62.923,0.062133,0.043167,0.20808,0.48572,0.14302,1,159,48,3.5283,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,58,151,209,0.072734,3.0478,4.2185,10.983,2.6034,0.42854,0.24081,11.224,102.77,0.041746,0.062688,0.18501,0.40339,0.33346,1,151,58,4.2185,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,49,155,204,0.070046,2.6078,3.4323,10.857,3.1633,0.4501,0.41286,12.245,56.763,0.069372,0.040625,0.20621,0.4777,0.15822,1,155,49,3.4323,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,51,154,205,0.076394,2.9268,3.8961,11.765,3.0196,0.50012,0.54318,12.192,56.597,0.055781,0.040797,0.19284,0.4502,0.11517,1,154,51,3.8961,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,55,152,207,0.073445,2.9662,4.0395,11.164,2.7636,0.44719,0.18632,14.085,63.58,0.058008,0.044388,0.21008,0.39656,0.1366,1,152,55,4.0395,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,61,146,207,0.07669,3.2995,4.6781,11.197,2.3934,0.47307,0.41971,16.463,74.938,0.052908,0.048039,0.19391,0.37924,0.20728,1,146,61,4.6781,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,52,151,203,0.073994,2.8621,3.8477,11.173,2.9038,0.49553,0.33874,9.8323,134.84,0.043015,0.087731,0.18951,0.49181,0.69832,1,151,52,3.8477,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,62,146,208,0.073464,3.1971,4.5548,10.726,2.3548,0.36249,0.36311,21.074,55.924,0.071184,0.040781,0.20491,0.3635,0.17262,1,146,62,4.5548,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,47,156,203,0.06874,2.4828,3.2308,10.723,3.3191,0.44977,0.43227,11.616,48.563,0.074296,0.038162,0.19822,0.49312,0.091977,0,156,47,3.2308,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,62,145,207,0.073081,3.1739,4.531,10.597,2.3387,0.38451,0.17258,17.004,100.61,0.055441,0.067161,0.21354,0.42066,0.52726,1,145,62,4.531,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,45,155,200,0.074265,2.59,3.3419,11.511,3.4444,0.49036,0.45028,12.052,104.37,0.077383,0.066308,0.21915,0.52936,0.49899,1,155,45,3.3419,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,64,143,207,0.069165,3.058,4.4266,9.8906,2.2344,0.33687,0.42772,20.322,55.451,0.071831,0.042995,0.21437,0.36681,0.26699,1,143,64,4.4266,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,44,153,197,0.07041,2.4061,3.098,10.773,3.4773,0.51547,0.52925,9.9489,83.57,0.069499,0.058207,0.19514,0.54371,0.38297,1,153,44,3.098,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,52,154,206,0.077048,2.9951,4.0065,11.865,2.9615,0.42967,0.31261,9.9782,81.125,0.043771,0.050353,0.16599,0.43021,0.1222,1,154,52,4.0065,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,43,154,197,0.076412,2.5685,3.2857,11.767,3.5814,0.44215,0.48418,10.272,78.429,0.065867,0.050247,0.18457,0.50267,0.16135,1,154,43,3.2857,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,42,158,200,0.079566,2.64,3.3418,12.571,3.7619,0.53617,0.45651,6.6384,66.065,0.043464,0.04639,0.15312,0.50502,0.034652,0,158,42,3.3418,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,44,160,204,0.076136,2.6275,3.35,12.182,3.6364,0.50689,0.29765,7.0611,128.04,0.041466,0.071403,0.16719,0.52388,0.39566,1,160,44,3.35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,49,148,197,0.070325,2.5888,3.4459,10.408,3.0204,0.42148,0.33097,5.9385,32.563,0.03523,0.037078,0.15675,0.42972,-0.092793,0,148,49,3.4459,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,46,154,200,0.070299,2.49,3.2338,10.826,3.3478,0.41854,0.28084,5.1734,38.143,0.034328,0.038689,0.15186,0.4406,-0.066464,0,154,46,3.2338,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,54,148,202,0.069319,2.7426,3.7432,10.259,2.7407,0.37599,0.49143,5.6613,29.303,0.032836,0.037042,0.16134,0.36418,-0.13112,0,148,54,3.7432,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,49,150,199,0.070748,2.6131,3.4667,10.612,3.0612,0.36837,0.66183,5.6468,27.894,0.035492,0.037045,0.16025,0.42902,-0.11463,0,150,49,3.4667,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,41,155,196,0.071282,2.3112,2.9226,11.049,3.7805,0.49439,0.37973,4.4502,39.06,0.034923,0.039905,0.1469,0.49422,-0.05182,0,155,41,2.9226,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,66,139,205,0.067146,3.0049,4.4317,9.3333,2.1061,0.30323,0.10271,8.8641,33.042,0.033329,0.036689,0.17842,0.36666,-0.030873,0,139,66,4.4317,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,59,142,201,0.069587,2.9005,4.1056,9.8814,2.4068,0.30133,0.35219,7.8038,23.647,0.036084,0.035029,0.18006,0.38651,-0.097417,0,142,59,4.1056,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,54,145,199,0.070626,2.7789,3.8138,10.241,2.6852,0.39209,0.31915,7.6141,31.825,0.037488,0.036549,0.16117,0.38159,-0.041624,0,145,54,3.8138,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,42,153,195,0.07314,2.4103,3.0719,11.19,3.6429,0.45943,0.72188,4.5958,40.252,0.035612,0.041456,0.14683,0.48843,-0.057401,0,153,42,3.0719,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,42,151,193,0.073478,2.4145,3.0861,11.095,3.5952,0.45763,0.17301,4.5766,43.892,0.034311,0.04206,0.14871,0.47152,-0.067691,0,151,42,3.0861,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,65,138,203,0.068785,3.0394,4.471,9.4923,2.1231,0.25403,0.27994,8.0886,30.023,0.033863,0.037083,0.172,0.31817,-0.075126,0,138,65,4.471,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,52,147,199,0.070513,2.7085,3.6667,10.365,2.8269,0.38259,0.5533,6.3702,35.376,0.034988,0.038027,0.16492,0.39806,-0.065717,0,147,52,3.6667,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,44,154,198,0.070838,2.4242,3.1169,10.909,3.5,0.38121,0.54838,4.8985,32.071,0.035729,0.03818,0.16094,0.47649,-0.084962,0,154,44,3.1169,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,44,153,197,0.071598,2.4467,3.1503,10.955,3.4773,0.44028,0.39278,4.8452,38.673,0.034713,0.039818,0.1395,0.45811,-0.070525,0,153,44,3.1503,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,55,146,201,0.069738,2.7861,3.8356,10.182,2.6545,0.35225,0.40368,6.6056,29.658,0.034789,0.036454,0.1678,0.36394,-0.10381,0,146,55,3.8356,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,66,139,205,0.067364,3.0146,4.446,9.3636,2.1061,0.2574,0.4474,8.1556,30.931,0.033014,0.036538,0.17116,0.32756,-0.077224,0,139,66,4.446,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,40,154,194,0.07289,2.3144,2.9156,11.225,3.85,0.44169,0.58606,4.1226,34.245,0.034549,0.039606,0.15443,0.49167,-0.09615,0,154,40,2.9156,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,66,138,204,0.067852,3.0294,4.4783,9.3636,2.0909,0.30132,0.30619,8.2985,27.662,0.033855,0.036096,0.18279,0.32857,-0.07854,0,138,66,4.4783,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,55,148,203,0.068673,2.7537,3.777,10.164,2.6909,0.36263,0.60725,6.6205,30.224,0.034643,0.036385,0.15732,0.38702,-0.088685,0,148,55,3.777,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,43,151,194,0.071308,2.3866,3.0662,10.767,3.5116,0.45443,0.3735,5.028,31.684,0.036992,0.038495,0.15004,0.48036,-0.051599,0,151,43,3.0662,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,44,148,192,0.073557,2.4948,3.2365,10.886,3.3636,0.42197,0.15127,4.8838,33.633,0.035136,0.039806,0.1421,0.44851,-0.097553,0,148,44,3.2365,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,45,155,200,0.070394,2.455,3.1677,10.911,3.4444,0.43452,0.48994,4.9342,37.207,0.034303,0.038822,0.14934,0.45068,-0.066706,0,155,45,3.1677,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,46,154,200,0.070017,2.48,3.2208,10.783,3.3478,0.46906,0.45211,5.2756,33.939,0.035658,0.037958,0.15601,0.45466,-0.080686,0,154,46,3.2208,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,40,155,195,0.071613,2.2769,2.8645,11.1,3.875,0.45435,0.2816,4.1043,26.815,0.034643,0.03792,0.14471,0.5146,-0.12027,0,155,40,2.8645,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,44,158,202,0.069764,2.401,3.0696,11.023,3.5909,0.39775,0.33404,4.6238,34.815,0.033941,0.038385,0.14818,0.47896,-0.084497,0,158,44,3.0696,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,51,151,202,0.069342,2.6436,3.5364,10.471,2.9608,0.40398,0.269,6.2569,38.062,0.035092,0.038179,0.15822,0.41042,-0.040577,0,151,51,3.5364,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,47,152,199,0.069989,2.5126,3.2895,10.638,3.234,0.45549,0.17371,5.572,35.866,0.034894,0.037594,0.1489,0.41516,-0.091207,0,152,47,3.2895,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,58,146,204,0.067903,2.8186,3.9384,9.9138,2.5172,0.38104,0.31636,7.139,28.846,0.03461,0.035939,0.17152,0.36537,-0.082018,0,146,58,3.9384,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,60,144,204,0.067477,2.8578,4.0486,9.7167,2.4,0.31537,0.5171,7.4226,32.157,0.034248,0.036899,0.17404,0.36248,-0.045003,0,144,60,4.0486,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,60,140,200,0.069167,2.905,4.15,9.6833,2.3333,0.34358,0.34359,7.9636,28.441,0.035712,0.036033,0.17792,0.34496,-0.054041,0,140,60,4.15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,48,154,202,0.06967,2.5495,3.3442,10.729,3.2083,0.43976,1.0113,5.866,24.62,0.036627,0.035188,0.15253,0.43987,-0.088853,0,154,48,3.3442,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,54,148,202,0.06982,2.7624,3.7703,10.333,2.7407,0.40109,0.48988,7.2275,29.908,0.036516,0.035651,0.14998,0.37479,-0.057379,0,148,54,3.7703,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
